time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-08T05:45:27.770Z,23.6221,143.8849,10,4.9,mb,,18,3.785,0.94,us,us1000h8mj,2018-11-14T14:36:39.040Z,"289km ESE of Iwo Jima, Japan",earthquake,6.2,1.8,0.038,220,reviewed,us,us
2018-10-08T05:17:02.050Z,23.7133,144.0184,10,4.6,mb,,158,3.754,1.03,us,us1000hb5g,2018-11-15T13:55:47.040Z,"297km ESE of Iwo Jima, Japan",earthquake,9.2,2,0.164,11,reviewed,us,us
2018-10-07T03:01:10.390Z,26.5339,140.5194,415.84,4.7,mb,,58,1.589,1.05,us,us1000h8c2,2018-11-07T02:55:02.040Z,"179km WSW of Chichi-shima, Japan",earthquake,10,6.2,0.028,376,reviewed,us,us
2018-10-07T01:14:19.750Z,35.0158,137.4893,40.22,4.8,mb,,70,0.503,0.81,us,us1000h8b9,2018-11-07T01:00:01.040Z,"12km N of Shinshiro, Japan",earthquake,4.2,7,0.052,114,reviewed,us,us
2018-10-06T15:18:43.720Z,26.4868,129.4496,10,4.7,mb,,84,1.109,0.81,us,us1000h84n,2018-11-05T14:09:27.040Z,"147km E of Nago, Japan",earthquake,5.7,1.9,0.108,26,reviewed,us,us
2018-10-06T04:14:24.540Z,42.6914,141.9692,38.64,4.6,mb,,72,1.11,0.69,us,us1000h800,2018-11-13T23:12:22.040Z,"29km ESE of Chitose, Japan",earthquake,5.8,7.2,0.066,69,reviewed,us,us
2018-10-05T18:40:20.660Z,32.6447,140.8904,48.05,4.5,mb,,146,1.02,1.16,us,us1000h7qr,2018-11-07T22:43:07.040Z,"113km ESE of Hachijo-jima, Japan",earthquake,8.8,8.5,0.118,23,reviewed,us,us
2018-10-05T01:05:32.340Z,26.7298,129.5792,10,4.5,mb,,127,1.172,1,us,us1000hams,2018-11-06T23:44:03.040Z,"160km E of Nago, Japan",earthquake,8.5,1.9,0.22,6,reviewed,us,us
2018-10-04T23:58:48.760Z,42.5988,142.0359,16.92,5,mww,,41,1.016,0.72,us,us1000h7cn,2018-10-26T03:32:37.120Z,"35km E of Tomakomai, Japan",earthquake,6,3.3,0.08,15,reviewed,us,us
2018-10-04T22:44:32.800Z,26.6068,129.4751,10,5,mww,,65,1.099,0.88,us,us1000h7bt,2018-11-20T22:58:23.040Z,"149km E of Nago, Japan",earthquake,6.4,1.8,0.075,17,reviewed,us,us
2018-10-04T08:20:53.130Z,31.0932,131.4663,35,4.6,mb,,121,2.086,0.77,us,us1000h6vj,2018-10-26T11:12:57.040Z,"46km SSE of Kushima, Japan",earthquake,6.4,2,0.136,16,reviewed,us,us
2018-10-03T15:15:32.490Z,35.7891,140.9937,30.59,4.9,mb,,118,2.082,1.35,us,us1000h6ac,2018-10-11T04:07:26.942Z,"15km ENE of Hasaki, Japan",earthquake,6.4,5.2,0.065,75,reviewed,us,us
2018-10-03T14:56:18.510Z,41.1356,144.3686,10,4.6,mb,,151,1.264,0.95,us,us1000ha0x,2018-10-26T10:31:56.040Z,"204km S of Kushiro, Japan",earthquake,8.7,1.9,0.14,15,reviewed,us,us
2018-10-02T10:25:28.940Z,37.6683,141.7129,35,4.6,mb,,148,0.758,0.78,us,us1000h9gh,2018-11-08T14:43:04.040Z,"66km ENE of Namie, Japan",earthquake,7.6,2,0.136,16,reviewed,us,us
2018-10-01T19:29:23.330Z,38.9592,142.8115,36.52,4.5,mb,,167,1.925,1.03,us,us1000h7n9,2018-10-08T19:22:59.040Z,"87km ESE of Kamaishi, Japan",earthquake,7.7,13.3,0.191,8,reviewed,us,us
2018-10-01T15:07:11.250Z,26.7516,129.7105,10,4.7,mb,,98,1.288,0.27,us,us1000h7mm,2018-10-09T20:58:24.040Z,"173km E of Nago, Japan",earthquake,6,1.9,0.166,14,reviewed,us,us
2018-10-01T02:22:03.950Z,42.893,141.9909,33.53,4.8,mb,,52,1.23,0.97,us,us1000h4uw,2018-11-13T22:50:29.040Z,"28km ENE of Chitose, Japan",earthquake,7.4,2.5,0.029,359,reviewed,us,us
2018-09-30T16:07:00.710Z,31.9167,141.6083,16.41,4.6,mb,,89,4.83,1.33,us,us1000h7kb,2018-10-09T16:53:12.040Z,"213km SE of Hachijo-jima, Japan",earthquake,9.6,3.8,0.125,19,reviewed,us,us
2018-09-30T08:54:05.100Z,42.5471,141.9968,35,5,mww,,57,1.012,0.66,us,us1000h4k1,2018-11-20T22:11:07.040Z,"33km ESE of Tomakomai, Japan",earthquake,6.2,1.9,0.073,18,reviewed,us,us
2018-09-29T09:25:54.910Z,42.7652,141.9494,35,4.5,mb,,75,1.167,0.4,us,us1000h479,2018-10-21T10:50:12.277Z,"25km ESE of Chitose, Japan",earthquake,5.8,2,0.082,44,reviewed,us,us
2018-09-29T04:40:33.980Z,47.1412,152.6567,83.57,4.9,mb,,56,6.765,0.83,us,us1000h45a,2018-10-24T05:21:54.040Z,"Kuril Islands",earthquake,10.4,5,0.03,336,reviewed,us,us
2018-09-27T19:32:25.390Z,37.148,141.0743,49.03,4.5,mb,,166,0.754,0.81,us,us1000h6eg,2018-11-06T21:13:00.040Z,"20km ENE of Iwaki, Japan",earthquake,2.9,8.2,0.15,21,reviewed,us,us
2018-09-27T11:45:52.930Z,26.7884,129.7,10,4.6,mb,,82,1.276,0.9,us,us1000h382,2018-10-31T10:19:03.040Z,"173km E of Nago, Japan",earthquake,4.3,1.9,0.129,18,reviewed,us,us
2018-09-27T10:32:15.360Z,47.6007,154.0345,39.98,4.8,mb,,136,5.991,0.69,us,us1000h375,2018-10-31T10:23:25.040Z,"Kuril Islands",earthquake,10.1,7.6,0.076,53,reviewed,us,us
2018-09-26T19:22:43.010Z,45.1476,149.2177,85.29,4.6,mb,,176,4.838,0.39,us,us1000h2wr,2018-10-16T16:31:56.040Z,"105km E of Kuril'sk, Russia",earthquake,12.2,12.2,0.056,93,reviewed,us,us
2018-09-26T06:00:29.760Z,27.4408,142.0848,72.44,4.6,mb,,171,0.355,0.45,us,us1000h5r8,2018-11-01T11:09:51.040Z,"41km NNW of Chichi-shima, Japan",earthquake,13.1,9.1,0.165,11,reviewed,us,us
2018-09-26T04:33:31.520Z,44.7214,149.8563,49.35,4.6,mb,,137,5.237,0.39,us,us2000hk2z,2018-10-29T04:15:36.040Z,"165km ESE of Kuril'sk, Russia",earthquake,12.3,5.2,0.049,127,reviewed,us,us
2018-09-25T08:53:40.080Z,48.1944,155.0938,35,5.1,mb,,82,5.191,1.09,us,us2000hjmx,2018-10-07T06:28:45.040Z,"286km SSW of Severo-Kuril'sk, Russia",earthquake,8.8,1.9,0.037,243,reviewed,us,us
2018-09-25T03:50:12.340Z,41.9449,141.1385,104.3,4.5,mb,,96,1.155,0.8,us,us1000h53y,2018-10-29T22:30:24.040Z,"38km ENE of Hakodate, Japan",earthquake,6.8,3.5,0.064,73,reviewed,us,us
2018-09-24T14:25:21.060Z,25.0248,125.6729,57.04,4.7,mb,,116,2.482,0.48,us,us2000hjc4,2018-10-01T18:44:59.040Z,"46km ENE of Hirara, Japan",earthquake,9.5,9.3,0.084,43,reviewed,us,us
2018-09-23T20:00:04.750Z,45.94,152.9642,10,4.7,mb,,160,7.57,0.86,us,us1000h3u7,2018-11-27T15:51:56.040Z,"East of the Kuril Islands",earthquake,7.6,1.9,0.143,15,reviewed,us,us
2018-09-23T15:05:34.540Z,36.4966,140.6655,53.8,4.6,mb,,137,1.373,0.9,us,us2000hj04,2018-11-27T15:52:03.040Z,"9km ENE of Funaishikawa, Japan",earthquake,6.9,6.8,0.086,41,reviewed,us,us
2018-09-23T13:29:50.500Z,35.2249,141.1966,26.58,4.8,mb,,137,2.396,0.65,us,us2000hizb,2018-11-27T15:52:03.040Z,"65km SSE of Hasaki, Japan",earthquake,6.8,5.7,0.116,23,reviewed,us,us
2018-09-22T10:58:01.710Z,26.6637,129.6566,10,5.4,mww,,36,1.249,0.75,us,us2000him5,2018-11-27T15:52:02.040Z,"167km E of Nago, Japan",earthquake,7.1,1.8,0.05,39,reviewed,us,us
2018-09-22T08:42:07.410Z,45.2211,150.5307,45.14,4.6,mb,,196,5.677,0.73,us,us2000hilm,2018-11-27T15:52:02.040Z,"207km E of Kuril'sk, Russia",earthquake,4.7,12.1,0.125,19,reviewed,us,us
2018-09-22T08:35:13.420Z,45.1727,150.5472,33.11,5,mb,,135,5.705,0.62,us,us2000hila,2018-11-27T15:52:02.040Z,"209km E of Kuril'sk, Russia",earthquake,9.3,5.3,0.053,115,reviewed,us,us
2018-09-20T23:06:02.840Z,26.7341,129.6486,10,4.6,mb,,82,1.234,0.65,us,us2000hhxa,2018-11-27T15:52:01.040Z,"167km E of Nago, Japan",earthquake,5.5,1.3,0.098,31,reviewed,us,us
2018-09-20T14:57:26.760Z,26.6747,129.6597,10,4.7,mb,,88,1.25,1.23,us,us2000hhlf,2018-11-27T15:52:00.040Z,"167km E of Nago, Japan",earthquake,5,1.9,0.147,14,reviewed,us,us
2018-09-20T07:44:26.370Z,39.8823,143.1136,36.43,4.7,mb,,129,1.809,0.63,us,us2000hhga,2018-11-27T15:52:00.040Z,"103km ENE of Miyako, Japan",earthquake,7.3,7.5,0.066,69,reviewed,us,us
2018-09-18T16:54:28.660Z,35.7288,141.9027,8.38,4.7,mb,,141,2.315,0.54,us,us2000hgfj,2018-11-27T15:51:59.040Z,"96km E of Hasaki, Japan",earthquake,7.6,5.2,0.101,30,reviewed,us,us
2018-09-18T16:21:49.100Z,38.4621,141.5577,56.52,5.1,mww,,108,0.846,0.71,us,us2000hgf5,2018-11-27T15:51:59.040Z,"23km ENE of Ishinomaki, Japan",earthquake,5.8,5.4,0.057,30,reviewed,us,us
2018-09-18T10:35:19.830Z,26.7882,129.7743,10,4.6,mb,,83,1.343,0.81,us,us2000hjt7,2018-11-27T15:52:04.040Z,"177km S of Naze, Japan",earthquake,5.7,1.9,0.095,33,reviewed,us,us
2018-09-18T08:11:11.290Z,36.0211,139.7672,83.53,4.6,mb,,115,1.367,0.85,us,us2000hgaa,2018-11-27T15:51:58.040Z,"3km ESE of Sugito, Japan",earthquake,4.2,6.6,0.054,104,reviewed,us,us
2018-09-18T06:25:54.310Z,26.6887,129.6347,10,4.6,mb,,94,1.226,0.78,us,us2000hjsz,2018-11-27T15:52:04.040Z,"165km E of Nago, Japan",earthquake,6.7,1.9,0.146,14,reviewed,us,us
2018-09-17T04:53:16.300Z,47.2515,150.955,172.35,4.5,mb,,58,5.602,0.71,us,us2000hfps,2018-11-27T15:51:57.040Z,"240km SE of Vostok, Russia",earthquake,10.1,4.9,0.033,262,reviewed,us,us
2018-09-17T02:32:09.890Z,26.7095,129.7013,10,5,mb,,71,1.283,0.84,us,us2000hfp0,2018-11-27T15:51:57.040Z,"172km E of Nago, Japan",earthquake,6.1,1.8,0.043,171,reviewed,us,us
2018-09-16T17:51:29.210Z,42.6789,141.8707,13.88,4.8,mb,,70,1.161,0.72,us,us2000hfi7,2018-11-21T18:19:13.040Z,"22km ENE of Tomakomai, Japan",earthquake,7.2,4.7,0.07,63,reviewed,us,us
2018-09-16T17:35:57.040Z,26.655,129.6809,10,4.5,mb,,83,1.272,0.65,us,us2000hich,2018-11-21T18:19:17.040Z,"169km E of Nago, Japan",earthquake,6.5,1.8,0.163,11,reviewed,us,us
2018-09-16T13:58:39.150Z,24.1515,143.464,10,4.5,mb,,166,18.781,0.67,us,us2000hic8,2018-11-21T18:19:17.040Z,"227km ESE of Iwo Jima, Japan",earthquake,9.7,2,0.27,7,reviewed,us,us
2018-09-16T10:52:37.540Z,26.7024,129.5769,10,4.8,mb,,87,1.173,0.61,us,us2000hicd,2018-11-21T18:19:17.040Z,"159km E of Nago, Japan",earthquake,2.5,1.9,0.097,33,reviewed,us,us
2018-09-15T18:39:07.430Z,35.3801,141.2864,29.41,4.5,mww,,123,0.798,0.94,us,us2000hf7s,2018-11-21T18:19:12.040Z,"56km SE of Hasaki, Japan",earthquake,5.8,5,0.127,6,reviewed,us,us
2018-09-15T18:34:35.370Z,26.7178,129.5933,10,4.6,mb,,91,1.186,0.66,us,us2000hiag,2018-11-21T18:19:16.040Z,"161km E of Nago, Japan",earthquake,7,1.7,0.207,8,reviewed,us,us
2018-09-15T16:46:14.580Z,26.6213,129.7791,10,4.6,mb,,86,1.364,1.32,us,us2000hiad,2018-11-21T18:19:16.040Z,"179km E of Nago, Japan",earthquake,5.6,1.9,0.157,12,reviewed,us,us
2018-09-15T16:33:21.190Z,26.4878,129.5875,10,4.6,mb,,87,1.226,1.07,us,us2000hiac,2018-11-21T18:19:16.040Z,"160km E of Nago, Japan",earthquake,4.9,1.9,0.173,10,reviewed,us,us
2018-09-15T16:24:34.810Z,26.5742,129.5279,10.2,5.6,mww,,31,1.152,0.69,us,us2000hf73,2018-11-21T18:19:12.040Z,"154km E of Nago, Japan",earthquake,7.2,3.2,0.046,46,reviewed,us,us
2018-09-15T15:40:15.070Z,49.8508,156.1699,49.28,5.4,mww,,53,3.399,0.65,us,us2000hf6l,2018-11-21T18:19:12.040Z,"92km S of Severo-Kuril'sk, Russia",earthquake,8.3,4.2,0.075,17,reviewed,us,us
2018-09-15T15:37:59.560Z,26.6904,129.6387,10.15,5.2,mww,,69,1.23,0.79,us,us2000hf6h,2018-11-21T18:19:12.040Z,"165km E of Nago, Japan",earthquake,7.4,3.6,0.063,24,reviewed,us,us
2018-09-15T14:09:01.900Z,26.6617,129.8195,10,4.7,mb,,81,1.394,1.24,us,us2000hiaf,2018-11-21T18:19:16.040Z,"183km E of Nago, Japan",earthquake,6.3,1.9,0.142,15,reviewed,us,us
2018-09-15T13:53:38.730Z,26.7462,129.7372,10,4.9,mww,,73,1.312,0.79,us,us2000hf5n,2018-11-21T18:19:12.040Z,"176km E of Nago, Japan",earthquake,5.1,1.8,0.089,12,reviewed,us,us
2018-09-15T13:34:02.330Z,26.6846,129.5989,10,4.6,mb,,89,1.195,1.11,us,us2000hiah,2018-11-21T18:19:16.040Z,"161km E of Nago, Japan",earthquake,6.5,1.9,0.133,17,reviewed,us,us
2018-09-15T08:38:51.920Z,26.6666,129.5559,10,4.6,mb,,81,1.16,0.67,us,us2000hi9w,2018-11-21T18:19:16.040Z,"157km E of Nago, Japan",earthquake,4.5,1.9,0.129,18,reviewed,us,us
2018-09-15T08:32:21.490Z,26.5998,129.5599,10,5,mww,,71,1.175,0.75,us,us2000hf2g,2018-11-21T18:19:12.040Z,"157km E of Nago, Japan",earthquake,6.2,1.8,0.117,7,reviewed,us,us
2018-09-15T08:19:18.470Z,26.6092,129.5737,10,4.9,mb,,72,1.185,0.72,us,us2000hf2c,2018-11-21T18:19:12.040Z,"159km E of Nago, Japan",earthquake,5.4,1.4,0.069,67,reviewed,us,us
2018-09-15T08:11:30.370Z,26.6318,129.6883,10,4.7,mb,,77,1.282,1.24,us,us2000hi9u,2018-11-21T18:19:16.040Z,"170km E of Nago, Japan",earthquake,5.4,1.9,0.12,21,reviewed,us,us
2018-09-15T08:05:29.100Z,26.6827,129.6017,10,5.7,mww,,35,1.198,0.54,us,us2000hf24,2018-11-21T18:19:12.040Z,"162km E of Nago, Japan",earthquake,7.3,1.8,0.047,44,reviewed,us,us
2018-09-15T08:05:12.710Z,26.7366,129.4978,10,5.1,mb,,68,1.099,0.58,us,us2000hiax,2018-11-21T18:19:16.040Z,"152km E of Nago, Japan",earthquake,3.3,1.9,0.104,30,reviewed,us,us
2018-09-15T05:38:38.210Z,26.774,129.6812,10,4.7,mb,,89,1.26,0.64,us,us2000hf10,2018-11-21T18:19:12.040Z,"170km E of Nago, Japan",earthquake,6.1,1.9,0.073,57,reviewed,us,us
2018-09-15T05:07:44.280Z,26.5723,129.8862,10,4.8,mb,,95,1.416,0.82,us,us2000hiaw,2018-11-21T18:19:16.040Z,"190km E of Nago, Japan",earthquake,6.7,1.9,0.134,17,reviewed,us,us
2018-09-15T05:07:20.310Z,26.707,129.5875,10,4.6,mb,,93,1.182,0.43,us,us2000hia4,2018-11-21T18:19:16.040Z,"160km E of Nago, Japan",earthquake,6.5,1.8,0.146,14,reviewed,us,us
2018-09-15T04:54:38.150Z,26.6796,129.6362,10,4.9,mb,,74,1.229,0.63,us,us2000hf0m,2018-11-21T18:19:12.040Z,"165km E of Nago, Japan",earthquake,8,1.8,0.047,143,reviewed,us,us
2018-09-15T04:52:47.910Z,26.6176,129.6998,10,4.9,mb,,69,1.294,0.66,us,us2000hf0x,2018-11-21T18:19:12.040Z,"171km E of Nago, Japan",earthquake,8.1,1.8,0.052,117,reviewed,us,us
2018-09-15T04:40:19.690Z,26.6974,129.5594,10,5.4,mww,,55,1.158,0.6,us,us2000hf01,2018-11-21T18:19:12.040Z,"158km E of Nago, Japan",earthquake,8,1.7,0.053,34,reviewed,us,us
2018-09-15T04:14:35.200Z,26.6969,129.6547,10,4.9,mb,,70,1.243,0.6,us,us2000hezn,2018-11-21T18:19:12.040Z,"167km E of Nago, Japan",earthquake,8,1.8,0.04,198,reviewed,us,us
2018-09-15T03:51:16.800Z,26.6719,129.5944,10,4.6,mb,,92,1.193,0.92,us,us2000hi9p,2018-11-21T18:19:16.040Z,"161km E of Nago, Japan",earthquake,5.3,1.9,0.128,18,reviewed,us,us
2018-09-15T02:58:19.990Z,44.408,149.2402,35,4.5,mb,,176,4.783,0.49,us,us2000heyc,2018-11-21T18:19:11.040Z,"141km SE of Kuril'sk, Russia",earthquake,6.3,2,0.086,40,reviewed,us,us
2018-09-15T01:48:29.130Z,26.7476,129.5933,10,4.8,mb,,78,1.183,0.49,us,us2000hexr,2018-11-21T18:19:11.040Z,"161km E of Nago, Japan",earthquake,6,1.8,0.079,50,reviewed,us,us
2018-09-15T01:41:55.490Z,26.7059,129.6128,10,4.6,mb,,94,1.205,0.5,us,us2000hi9k,2018-11-21T18:19:16.040Z,"163km E of Nago, Japan",earthquake,5.5,1.9,0.151,14,reviewed,us,us
2018-09-15T00:08:21.430Z,26.7302,129.6429,9.32,5.7,mww,,24,1.229,0.67,us,us2000hewm,2018-11-21T18:19:11.040Z,"166km E of Nago, Japan",earthquake,4.8,2.7,0.051,37,reviewed,us,us
2018-09-14T05:35:24.470Z,36.8176,140.6565,7.87,4.6,mwr,,133,1.054,1.17,us,us2000hegx,2018-11-21T18:19:11.040Z,"9km WNW of Kitaibaraki, Japan",earthquake,5.4,4.4,0.069,20,reviewed,us,us
2018-09-13T21:54:22.380Z,42.7494,141.934,26.62,4.5,mwr,,71,1.166,0.7,us,us2000he9l,2018-11-21T18:19:10.040Z,"24km ESE of Chitose, Japan",earthquake,6,4.3,0.086,13,reviewed,us,us
2018-09-12T16:33:59.120Z,42.634,142.0047,22.41,4.5,mb,,83,1.055,1.04,us,us2000hdhg,2018-11-21T18:19:09.040Z,"32km E of Tomakomai, Japan",earthquake,5.4,6.2,0.1,29,reviewed,us,us
2018-09-12T00:28:09.050Z,45.6083,150.0151,80.69,5.1,mb,,101,5.207,1.2,us,us2000hd70,2018-11-21T18:19:09.040Z,"171km ENE of Kuril'sk, Russia",earthquake,5.5,5.6,0.023,608,reviewed,us,us
2018-09-11T15:08:49.030Z,30.4041,131.0237,35,4.8,mb,,108,2.715,0.79,us,us2000hcnz,2018-11-21T18:19:09.040Z,"36km S of Nishinoomote, Japan",earthquake,7.7,2,0.064,74,reviewed,us,us
2018-09-11T14:18:17.060Z,30.3898,131.0138,35,4.6,mb,,132,2.729,0.7,us,us2000hcmp,2018-11-21T18:19:09.040Z,"38km S of Nishinoomote, Japan",earthquake,7.6,2,0.103,28,reviewed,us,us
2018-09-11T13:25:58.380Z,41.2526,142.3943,45.26,4.9,mww,,124,0.952,0.71,us,us2000hclq,2018-11-21T18:19:09.040Z,"98km E of Mutsu, Japan",earthquake,6.3,4.9,0.089,12,reviewed,us,us
2018-09-11T13:20:52.510Z,39.6445,132.1629,510.33,4.5,mb,,80,3.978,0.79,us,us2000hcln,2018-11-21T18:19:09.040Z,"282km ESE of Kilju, North Korea",earthquake,5.8,5,0.045,144,reviewed,us,us
2018-09-11T12:14:57.810Z,30.4666,130.2796,35,4.6,mb,,124,2.698,0.94,us,us2000hh6h,2018-11-21T18:19:14.040Z,"75km WSW of Nishinoomote, Japan",earthquake,8.4,2,0.193,8,reviewed,us,us
2018-09-10T19:58:45.730Z,42.6802,141.9843,35,4.6,mb,,72,1.094,0.8,us,us2000hc2j,2018-11-21T18:19:08.040Z,"31km E of Tomakomai, Japan",earthquake,6.6,2,0.048,131,reviewed,us,us
2018-09-10T14:58:39.090Z,34.9969,140.2387,28.35,4.6,mb,,139,0.316,0.81,us,us2000hbx4,2018-11-21T18:19:08.040Z,"16km SSW of Katsuura, Japan",earthquake,6.5,5.5,0.063,74,reviewed,us,us
2018-09-09T13:55:11.960Z,42.785,141.9702,20.79,4.7,mww,,43,1.168,0.7,us,us2000hbh2,2018-11-14T17:40:19.040Z,"26km E of Chitose, Japan",earthquake,6.1,3.9,0.086,13,reviewed,us,us
2018-09-09T00:42:16.770Z,29.8659,142.2818,10.85,4.7,mb,,117,2.761,0.75,us,us2000hbaa,2018-11-14T17:40:19.040Z,"Izu Islands, Japan region",earthquake,8.9,5,0.077,51,reviewed,us,us
2018-09-08T16:15:57.940Z,30.5852,131.1662,35,4.6,mb,,107,2.544,0.94,us,us2000hgp5,2018-11-14T17:40:18.040Z,"22km SE of Nishinoomote, Japan",earthquake,7.4,2,0.105,30,reviewed,us,us
2018-09-08T10:36:37.700Z,29.7361,141.149,70.66,4.6,mb,,109,2.784,0.79,us,us2000hazq,2018-11-14T17:40:18.040Z,"Izu Islands, Japan region",earthquake,7.4,7.2,0.058,89,reviewed,us,us
2018-09-07T13:43:46.670Z,42.7949,141.9855,39.67,4.6,mb,,76,1.166,0.63,us,us2000habc,2018-11-14T17:40:17.040Z,"27km E of Chitose, Japan",earthquake,4.9,6.6,0.049,122,reviewed,us,us
2018-09-07T04:25:25.480Z,42.7397,141.9312,42.72,4.7,mb,,73,1.161,0.66,us,us2000ha3y,2018-11-14T17:40:17.040Z,"24km ESE of Chitose, Japan",earthquake,3,7.5,0.031,320,reviewed,us,us
2018-09-06T14:43:48.700Z,42.7233,142.0853,35,4.5,mb,,84,1.063,0.89,us,us2000h9cw,2018-11-14T17:40:15.040Z,"37km ESE of Chitose, Japan",earthquake,7,2,0.054,100,reviewed,us,us
2018-09-05T21:32:32.730Z,42.7449,142.0828,41.48,4.5,mb,,98,1.079,0.55,us,us2000hgje,2018-11-14T17:40:14.040Z,"36km ESE of Chitose, Japan",earthquake,5,9.6,0.172,10,reviewed,us,us
2018-09-05T21:11:28.920Z,42.6827,142.0003,29.28,5.3,mww,,40,1.086,0.77,us,us2000h8ze,2018-11-14T17:40:14.040Z,"32km E of Tomakomai, Japan",earthquake,4.5,3.1,0.089,12,reviewed,us,us
2018-09-05T21:04:32.830Z,42.681,142.0247,43.7,4.7,mb,,73,1.071,0.45,us,us2000h8z8,2018-11-14T17:40:14.040Z,"34km E of Tomakomai, Japan",earthquake,4.8,6.6,0.064,73,reviewed,us,us
2018-09-05T19:10:47.840Z,42.7136,141.9663,34.47,4.8,mb,,63,1.125,0.86,us,us2000h8wb,2018-11-14T17:40:14.040Z,"28km ESE of Chitose, Japan",earthquake,5.5,5.5,0.036,237,reviewed,us,us
2018-09-05T18:32:51.670Z,42.7504,142.1164,35,4.6,mb,,70,1.065,0.73,us,us2000hgjc,2018-11-14T17:40:14.040Z,"38km ESE of Chitose, Japan",earthquake,5.5,1.9,0.069,62,reviewed,us,us
2018-09-05T18:23:48.820Z,42.7676,141.9347,33.03,4.9,mb,,71,1.177,0.88,us,us2000hgjd,2018-11-14T17:40:14.040Z,"23km ESE of Chitose, Japan",earthquake,7.1,5.4,0.049,135,reviewed,us,us
2018-09-05T18:20:11.460Z,42.59,142.0468,35,5.2,mb,,42,1.004,1.16,us,us2000h8uh,2018-11-14T17:40:14.040Z,"36km E of Tomakomai, Japan",earthquake,6.5,1.9,0.037,237,reviewed,us,us
2018-09-05T18:17:10.470Z,42.6389,142.001,35,5.3,mb,,59,1.06,0.94,us,us2000hgj3,2018-11-14T17:40:14.040Z,"32km E of Tomakomai, Japan",earthquake,7,1.9,0.051,129,reviewed,us,us
2018-09-05T18:07:59.150Z,42.6861,141.9294,35,6.6,mww,,32,1.13,0.74,us,us2000h8ty,2018-11-14T17:40:14.040Z,"27km ENE of Tomakomai, Japan",earthquake,6.5,1.9,0.062,25,reviewed,us,us
2018-09-05T01:26:49.420Z,43.3596,146.2066,59.49,4.6,mb,,126,2.619,0.74,us,us2000h8hq,2018-11-14T17:40:13.040Z,"51km E of Nemuro, Japan",earthquake,8.6,6.3,0.038,209,reviewed,us,us
2018-09-04T20:11:19.570Z,36.4802,141.392,39.53,5.4,mww,,17,1.467,0.89,us,us2000h8dj,2018-11-14T17:40:13.040Z,"65km ESE of Takahagi, Japan",earthquake,5.6,4.1,0.066,22,reviewed,us,us
2018-09-02T21:47:50.490Z,34.5324,131.3736,21.28,4.5,mb,,86,1.463,0.66,us,us2000h6yi,2018-11-07T18:37:09.040Z,"15km NNW of Hagi, Japan",earthquake,4.9,5.6,0.156,12,reviewed,us,us
2018-09-02T02:58:46.180Z,29.1934,130.5179,10,4.5,mb,,108,3.075,0.57,us,us2000hcjj,2018-11-07T18:37:12.040Z,"136km NE of Naze, Japan",earthquake,8.1,1.9,0.151,13,reviewed,us,us
2018-09-01T18:43:53.650Z,29.4436,130.9673,35.65,4.7,mb,,39,3.522,1.13,us,us2000h6kl,2018-11-07T18:37:08.040Z,"143km S of Nishinoomote, Japan",earthquake,5.6,5.3,0.071,59,reviewed,us,us
2018-09-01T15:43:00.730Z,27.9555,139.9127,435,5.6,mww,,25,2.191,1.02,us,us2000h6i8,2018-11-07T18:37:08.040Z,"247km WNW of Chichi-shima, Japan",earthquake,9.1,1.9,0.046,45,reviewed,us,us
2018-09-01T13:37:34.260Z,36.0507,141.2251,20.92,4.5,mb,,143,1.848,0.74,us,us2000hagk,2018-11-07T18:37:12.040Z,"49km NE of Hasaki, Japan",earthquake,7.5,7.2,0.163,11,reviewed,us,us
2018-08-31T06:02:30.880Z,36.9765,144.455,35.46,4.5,mb,,152,3.05,1.35,us,us2000haeg,2018-11-07T18:37:12.040Z,"Off the east coast of Honshu, Japan",earthquake,10.9,7.1,0.145,14,reviewed,us,us
2018-08-31T02:56:25.180Z,43.8089,149.9329,10,4.5,mb,,81,5.289,0.69,us,us2000haeb,2018-11-07T18:37:12.040Z,"227km SE of Kuril'sk, Russia",earthquake,12.6,1.9,0.125,19,reviewed,us,us
2018-08-30T15:38:16.250Z,40.9248,143.1512,38.72,4.5,mb,,84,1.089,1.08,us,us2000h5ef,2018-11-07T18:37:06.040Z,"147km ENE of Hachinohe, Japan",earthquake,5.9,6.1,0.071,59,reviewed,us,us
2018-08-30T03:32:54.950Z,25.5728,141.5749,38.37,4.5,mb,,125,1.612,0.78,us,us2000hac3,2018-11-07T18:37:11.040Z,"90km NNE of Iwo Jima, Japan",earthquake,11.7,9,0.128,18,reviewed,us,us
2018-08-28T06:12:30.850Z,45.8152,150.4139,111.69,4.5,mb,,164,5.417,0.81,us,us1000gihi,2018-11-07T18:37:03.040Z,"207km ENE of Kuril'sk, Russia",earthquake,9.5,9.3,0.054,102,reviewed,us,us
2018-08-28T06:00:27.930Z,45.9541,153.1568,35,4.6,mb,,136,7.251,1.08,us,us1000gihg,2018-11-07T18:37:03.040Z,"East of the Kuril Islands",earthquake,9.9,2,0.043,161,reviewed,us,us
